"","Kingdom","Phylum","Class","Order","Family","Genus","Specie","C01","C010","C011","C012","C013","C014","C015","C016","C017","C018","C019","C02","C020","C03","C04","C05","C06","C07","C08","C09","C11","C110","C111","C112","C113","C114","C115","C116","C117","C118","C119","C12","C120","C13","C14","C15","C16","C17","C18","C19","C41","C410","C411","C412","C413","C414","C415","C416","C417","C418","C419","C42","C420","C43","C44","C45","C46","C47","C48","C49","C61","C610","C611","C612","C613","C614","C615","C616","C617","C618","C619","C62","C620","C63","C64","C65","C66","C67","C68","C69","C71","C710","C711","C712","C713","C714","C715","C716","C717","C718","C719","C72","C720","C73","C74","C75","C76","C77","C78","C79"
"OTU_565_Aeromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","Aeromonas sp.",0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_566_Massilia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041222947440742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0
"OTU_567_Duganella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Massilia sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_568_Massilia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Oxalobacteraceae bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0.000343524562006183,0,0,0
"OTU_569_Shinella","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Rhizobiales bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0.000343524562006183,0,0,0.000687049124012367,0,0.000343524562006183,0,0
"OTU_570_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Agrobacterium albertimagni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_571_Rhizobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter","Bragasellus peltatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_572_f_Epipyxis sp. PR26KG","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Epipyxis sp. PR26KG","f_Epipyxis sp. PR26KG","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0
"OTU_573_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0.00549639299209894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0.0082445894881484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_574_Curvibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter","Curvibacter sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0
"OTU_576_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","bacterium",0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0.0683613878392305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074888354517348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683613878392305,0,0,0,0,0,0,0,0,0.00687049124012367,0.00652696667811749,0.0020611473720371,0.00652696667811749,0.00927516317416695,0.00480934386808657,0.00893163861216077,0.0144280316042597,0.00893163861216077,0.00549639299209894,0.00721401580212985,0.00961868773617314,0.0144280316042597,0.0109927859841979,0.00790106492614222,0.0103057368601855,0.00721401580212985,0.00721401580212985,0.00687049124012367,0.0061834421161113
"OTU_577_Caulobacter","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","bacterium",0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041222947440742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240467193404328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_578_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0.020611473720371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0.0285125386465132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346959807626245,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0.0285125386465132,0,0,0,0,0,0,0,0,0.00480934386808657,0.00377877018206802,0.00171762281003092,0.00343524562006183,0.00377877018206802,0.00274819649604947,0.0061834421161113,0.00343524562006183,0.00274819649604947,0.0041222947440742,0.00240467193404328,0.00652696667811749,0.00515286843009275,0.00343524562006183,0.00137409824802473,0.00274819649604947,0.00309172105805565,0.00240467193404328,0.0020611473720371,0.00309172105805565
"OTU_580_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","bacterium",0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_581_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","bacterium",0.000343524562006183,0.000343524562006183,0,0.000343524562006183,0.000343524562006183,0.00137409824802473,0,0,0.00309172105805565,0.0020611473720371,0,0.00171762281003092,0.000343524562006183,0.00103057368601855,0.00309172105805565,0.00343524562006183,0,0.00137409824802473,0.00137409824802473,0,0,0,0,0.00274819649604947,0,0.000343524562006183,0,0,0,0.00137409824802473,0,0.00137409824802473,0.000343524562006183,0,0,0.00137409824802473,0,0.000343524562006183,0.000343524562006183,0.000687049124012367,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0.00343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_582_Pseudarcicella","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella","bacterium",0.000687049124012367,0.00377877018206802,0.000343524562006183,0.00927516317416695,0.00103057368601855,0,0,0,0,0.00240467193404328,0,0.00240467193404328,0.0082445894881484,0.000687049124012367,0,0.000687049124012367,0.00137409824802473,0.00171762281003092,0.00961868773617314,0.000687049124012367,0,0.000687049124012367,0,0.0687049124012367,0.000687049124012367,0,0,0,0,0,0,0,0.00549639299209894,0.000687049124012367,0,0.000343524562006183,0,0.000343524562006183,0.0082445894881484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_584_Duganella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0
"OTU_586_Azonexus","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azonexus","bacterium",0,0.00274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377877018206802,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_587_Massilia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0,0,0,0,0,0.0103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0.00893163861216077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0.000343524562006183,0.000687049124012367,0,0.000687049124012367
"OTU_588_Rheinheimera","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","bacterium",0,0,0.0453452421848162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659567159051872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549639299209893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608038474750945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_589_Limnohabitans","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","bacterium",0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_590_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274819649604947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_591_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0.00103057368601855,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_592_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020611473720371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0
"OTU_593_Pelomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","bacterium",0,0,0,0,0,0.000687049124012367,0,0.00446581930608038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961868773617314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_594_Cellvibrio","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio","bacterium",0,0,0,0,0,0,0,0.00171762281003092,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721401580212985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769495018893851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930951563036757,0,0,0,0,0,0,0,0,0,0,0,0,0.00171762281003092,0.0020611473720371,0.000687049124012367,0.0020611473720371,0.00377877018206802,0.00309172105805565,0.0041222947440742,0.00893163861216077,0.00377877018206802,0.00343524562006183,0.0061834421161113,0.00343524562006183,0.00309172105805565,0.00171762281003092,0.00240467193404328,0.000687049124012367,0.0020611473720371,0.00549639299209894,0.00137409824802473,0.00446581930608038
"OTU_595_Aeromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_596_Rhodoferax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_597_Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_598_Dechloromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_599_Curvibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter","bacterium",0,0,0.0082445894881484,0,0,0,0.00996221229817932,0,0,0.0312607351425627,0,0,0.000687049124012367,0,0,0,0,0.00103057368601855,0,0,0,0,0.000343524562006183,0,0,0,0.0103057368601855,0.000343524562006183,0,0.0384747509446925,0,0,0.000687049124012367,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0.0223290965304019,0,0,0.0305736860185503,0,0,0.000343524562006183,0,0,0,0,0.00171762281003092,0,0,0,0,0,0,0,0,0.0398488491927173,0,0,0.0274819649604947,0,0,0.000687049124012367,0,0,0,0,0.00343524562006183,0,0,0.0020611473720371,0,0.000687049124012367,0.000343524562006183,0.000343524562006183,0.00103057368601855,0.000687049124012367,0.000343524562006183,0.000687049124012367,0,0.000343524562006183,0,0.000687049124012367,0,0.000687049124012367,0.000343524562006183,0.000687049124012367,0.000687049124012367,0.00137409824802473,0.0020611473720371
"OTU_600_Curvibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_601_Acidovorax","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0.00171762281003092,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0.000343524562006183,0,0,0,0,0.000343524562006183,0,0.000343524562006183,0,0,0.000343524562006183,0,0.000343524562006183,0.000343524562006183,0
"OTU_602_f_Comamonadaceae","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","f_Comamonadaceae","bacterium",0,0.000687049124012367,0.00309172105805565,0,0,0,0.00103057368601855,0.00343524562006183,0,0.00790106492614222,0.041222947440742,0,0,0.000343524562006183,0,0.00377877018206802,0.041222947440742,0,0,0,0,0.0120233596702164,0,0,0,0,0.00377877018206802,0.0182068017863277,0,0.00687049124012367,0.0425970456887667,0,0,0.000343524562006183,0,0.00171762281003092,0.0425970456887667,0,0,0,0,0.0460322913088286,0,0,0,0,0.0082445894881484,0,0,0.00652696667811749,0.0422535211267606,0,0,0.000687049124012367,0,0.00377877018206802,0.0460322913088286,0,0,0.000343524562006183,0,0.0388182755066987,0,0,0,0,0.00343524562006183,0,0,0.00377877018206802,0.0346959807626245,0,0,0.00240467193404328,0,0.00893163861216077,0.0343524562006183,0,0,0,0.0151150807282721,0.0140845070422535,0.0195809000343525,0.0106492614221917,0.0133974579182412,0.0147715561662659,0.0061834421161113,0.00652696667811749,0.0133974579182412,0.0127104087942288,0.0147715561662659,0.0188938509103401,0.0113363105462041,0.0158021298522844,0.0116798351082102,0.0144280316042597,0.0127104087942288,0.00996221229817932,0.013053933356235,0.0137409824802473
"OTU_603_Flavobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. HME6126",0.00515286843009275,0,0,0.00687049124012367,0,0.00137409824802473,0.00137409824802473,0,0,0.00103057368601855,0,0,0,0,0,0.000343524562006183,0,0,0.000343524562006183,0,0.000687049124012367,0,0,0,0,0.000343524562006183,0.00103057368601855,0,0,0.00103057368601855,0,0,0.000687049124012367,0,0.000343524562006183,0,0,0,0.000343524562006183,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_604_Aeromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","bacterium",0.0621779457231192,0,0,0,0.0020611473720371,0,0.00274819649604947,0.00549639299209894,0,0,0,0.00103057368601855,0,0.131913431810374,0,0,0,0.000343524562006183,0.000687049124012367,0,0.0628649948471316,0,0,0,0.00377877018206802,0,0.000343524562006183,0.0161456544142906,0,0,0,0,0,0.124699416008245,0,0.000343524562006183,0,0.00103057368601855,0.00137409824802473,0,0.0494675369288904,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0.129852284438337,0,0,0.000343524562006183,0.000343524562006183,0,0,0.0388182755066987,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0.110271384403985,0,0,0,0.000343524562006183,0,0,0.00480934386808657,0.00583991755410512,0.00377877018206802,0.0041222947440742,0.00343524562006183,0.00309172105805565,0.00137409824802473,0.00549639299209894,0.00755754036413604,0.00309172105805565,0.0061834421161113,0.00480934386808657,0.0041222947440742,0.00549639299209894,0.00755754036413604,0.00583991755410512,0.00480934386808657,0.0041222947440742,0.00755754036413604,0.00240467193404328
"OTU_605_f_MB19","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","MB19","f_MB19","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137409824802473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103057368601855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0.000687049124012367,0.000343524562006183,0,0.000343524562006183,0,0,0,0,0,0
"OTU_606_Aeromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183
"OTU_607_Plesiomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","bacterium",0.000687049124012367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343524562006183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
